id,task,verb,obj
1392,Explore the Android Video Player list,explore,list
1393,Explore the video of SDCard storage,explore,video
1394,View stored file on SD card,view,file
1395,Track and manage Psiphon's speed limit stat,manage,stat
1396,View the stat for Psiphon Pro,view,stat
1397,show the statistic about sent and received data,show,statistic
1398,Explore the side bar menu option,explore,option
1399,Select an option to explore,explore,option
1400,Proceed with the side menu bar option,proceed,option
1401,Click beginning to digitize your frequently used service form,digitize,form
1402,View Service form,view,form
1403,View information about document,view,information
1404,Get an Upp talk phone number or register your personal phone number,get,number
1405,Get an UppTalk phone number or register your number,get,number
1406,Choose the caller ID,choose,ID
1407,Explore casualty response by reviewing the response plan,explore,response
1408,Browse the article available in the Casualty Response section,browse,article
1409,Learn about casualty response,learn,response
1410,Select and explore casualty triage algorithm,explore,algorithm
1411,Enter detail and click on the Next button to signup or log in Instead,sign,up
1412,Enter username and password then click 'Next' to sign up or 'Login Instead' to log in,sign,up
1413,Enter detail to signup,sign,up
1414,Manage Big photo and Notification setting,manage,setting
1415,Manage notification setting for the app m live,manage,setting
1416,Manage the setting,manage,setting
1417,View or capture sound (source of the audio) or switch to other option,capture,sound
1418,View Sound spotlight in profile,view,spotlight
1419,Explore sound related product,explore,product
1420,Insert or select criterion for the assessment,select,criterion
1421,Give required detail for the assessment,give,detail
1422,Enter detail for assesment,enter,detail
1423,Click Link to Learn More About Term of use and Privacy policy,learn,term
1424,Click on the 'Get Started' button to agree 'Term of use' and 'Privacy policy',agree,term
1425,Accept Term of use for view soup recipe,accept,term
1426,Review the statistic and compare the metric data,review,statistic
1427,Track learning progress and correct answer,track,progress
1428,View statistic for today,view,statistic
1429,Use the current location or click Add Location to select a location,select,location
1430,Select or add location,add,location
1431,Select or add or use current location,add,location
1432,Find about Bird based on different category,find,bird
1433,Search a bird by observation,search,bird
1434,View homepage of find bird app,view,homepage
1435,Activate or view more theme,activate,theme
1436,Activate pink jelly theme,activate,theme
1437,Activate a new theme from pink jelly,activate,theme
1438,Get started your fitness journey with Google Fit,get,journey
1439,Click on I agree to accept Google Fit's Term of Service and Privacy Policy,accept,term
1440,Privacy and policy page for google product,privacy,page
1441,Tap 'Skip' or 'Next' to find your parked car,find,car
1442,Proceed to next page on onboarding screen,proceed,page
1443,locate your parked car,locate,car
1444,Place the order McDelivery Bundle Meal 1 and explore more food item,place,order
1445,Place order for McDonald’s McDelivery Bundle Meal,place,order
1446,Place your meal order,place,order
1447,Click on Toggle or Back Button,click,toggle
1448,Click Share or Toggle Feature to Explore APP,explore,app
1449,Select Toggle or Back option,select,option
1450,Tap the Continue as Laura button,continue,Laura
1451,Click to continue to signup with facebook profile,sign,up
1452,sign-in as Laura and edit the detail,edit,detail
1453,Choose Your Answer by Clicking Button,choose,answer
1454,Make or manage schedule,manage,schedule
1455,Select yes to schedule,select,yes
1456,View the pickup information for an order by Zaoh Restaurant,view,information
1457,View the pickup information for Zoah restaurant,view,information
1458,Proceed with Tap to Begin,tap,begin
1459,Tap to begin for complete profile,complete,profile
1460,Stop Smoking,stop,smoking
1461,Adjust Notification Preference,adjust,preference
1462,View and Manage notification setting,manage,setting
1463,Manage Notification Setting,manage,setting
1464,Search and explore different category item and save it to buy,explore,item
1465,Browse department on the app,browse,department
1466,Select an option to explore,explore,option
1467,Turn On or Off Drive Detection,turn,detection
1468,Toggle the Drive Detection button,toggle,button
1469,check the speed while you drive,check,speed
1470,Read some information about Hide and seek MCPE map and explore other more option,read,information
1471,Explore the Hide and Seek MCPE map option or install it by clicking Install,install,option
1472,click on the option to get Hideand seek MCPE map installed,get,map
1473,Enter required detail to sign up,sign,up
1474,Enter email and password to sign up,sign,up
1475,Enter email and password for signup,sign,up
1476,Re-enter or Review email and click on the Next button to sign up or login,review,email
1477,Enter required detail to sign up on school leader,sign,up
1478,Sign-up or sign-in for school leader account,sign,up
1479,Get started to photo privacy with selfie verification,get,started
1480,Click on get started button to proceed,get,started
1481,Press onto get started to onboard,get,started
1482,Check out the different Model of Car in the selected tab 'All category Ad' with price or switch to 'Sub category tab',check,model
1483,Explore the Classified Ad,explore,ad
1484,Choose or view Car from the list,view,car
1485,Select Payment type and continue for create new ad,create,ad
1486,Select or manage from the option available to create a new ad,create,ad
1487,Create a new ad,create,ad
1488,Select an option to explore,explore,option
1489,Explore the website KITCO,explore,website
1490,Manage the Home page,manage,page
1491,Select an option from Pocket Medbook to explore,explore,option
1492,Select an option from pocket medbook to explore,explore,option
1493,View pocket Medbook dictionary,view,dictionary
1494,Enter your name phone or email to initiate magicjack connection,initiate,connection
1495,find by name phone or email to make a connection or Switch to Favorite and All tab to explore more,make,connection
1496,Invite someone to join MagicJack Connect,invite,someone
1497,Check the WTA Champion Double standing for ranking,check,standing
1498,Check race to the WTA Championship Standing ranking,check,race
1499,Check Ranking for WTA Double Championship,check,ranking
1500,Explore the Men's Tennis quarterfinal result,explore,result
1501,View result for the Men’s Single Quarterfinal and Men’s Double Quarterfinal,view,result
1502,View Completed match,view,match
1503,Enter your credential to Log in,log,in
1504,Enter detail to log in,log,in
1505,Enter username and password for login,login,username
1506,Review the Rule or Help section,review,rule
1507,Read the rule or help page,read,rule
1508,Read Rule or Help related information,read,information
1511,Select phone number from the given option,select,number
1512,Input criterion to search Recipe,search,recipe
1513,Browse our Recipe,browse,recipe
1514,Search for recipe by typing or by image or voice,search,recipe
1515,View or Track Air Traffic,track,traffic
1516,Zoom in to view the specific part of the map,zoom,part
1517,find the location on the map,find,location
1518,Recover the Username or Password or browse through other option under Help,recover,username
1519,Read about FAQ for help,read,FAQ
1520,View the help page to login or register,view,page
1521,Add your name and photo to connect with friend,add,name
1522,Add photo and name detail then click on the Done button,add,photo
1523,Add your name and press done,add,name
1524,Access your Personal History or Shared Prayer,access,history
1525,View personal history of Laura lee,view,history
1526,Manage your profile,manage,profile
1527,Search friend check message and Official Account,search,friend
1528,Set your profile or check official account,set,profile
1529,view or manage the online chat,manage,chat
1530,Save Your Comic Title Using the Save Button,save,title
1531,Enter the Title for your comic book and save it,save,title
1532,Enter and save a title for the comic,save,title
1533,Click on the 'Get Started' button or 'Log In' button,get,started
1534,Click Get Started to proceed to the next page on onboarding screen,get,started
1535,Click to get started or log in the app,get,started
1536,Manage the setting of speech language,manage,setting
1537,Manage setting for search,manage,setting
1538,Manage Setting,manage,setting
1539,Add note to confirm or cancel when creating or editing a period,add,note
1540,Create or edit period,create,period
1541,Create or edit period tracking,create,tracking
1542,Adjust and manage Weather Notification Setting,manage,setting
1543,Set your preference for weather notification,set,preference
1544,Manage weather notification,manage,notification
1545,Use Current Location or Add a new Location,add,location
1546,Select or add a location,add,location
1547,Choose a location,choose,location
1548,Manage Weather Notification setting,manage,setting
1549,Manage weather notification,manage,notification
1550,Manage Option regarding Weather Notification,manage,option
1551,click to download flashcard,download,flashcard
1552,Explore or view flashcard or vocabulary,view,flashcard
1553,Download the flashcard,download,flashcard
1554,Click to Invite Friend to share about the Circle,invite,friend
1555,Copy the code to send it to your friend,copy,code
1556,Invite your friend,invite,friend
1557,View and Manage Setting,manage,setting
1558,Adjust setting,adjust,setting
1559,Manage Setting Menu,manage,menu
1560,Click to read disclaimer information on Antipodal earthquake watch,read,information
1561,Click the OK button or check the checkbox to dismiss the pop-up banner permanently,dismiss,banner
1562,Read the Disclaimer,read,disclaimer
1563,Click the icon to log in with Facebook or Google,log,in
1564,Login using available option,login,option
1565,Login using available option,login,option
1566,Click on the Join button to book a bus ticket or login,book,ticket
1567,Join or login on easy booking,join,booking
1568,Join or login to book a bus,book,bus
1569,Join to track bus live location and share with friend,track,location
1570,Click 'Join' or 'Login' to track real-time bus location and share with friend and family,track,location
1571,Join to track location of your bus,track,location
1572,Add item in ingredient list to Greek Salad Recipe,add,item
1573,Include an ingredient in Greek Salad,include,ingredient
1574,Add a salad to the list,add,salad
1575,Play a Game of Memory Grid,play,game
1576,Play Memory grid game is in level 1,play,game
1577,Show memory grid,show,grid
1578,Select to explore food,explore,food
1579,Select any option to know more,select,option
1580,Checkout the culinary recipe for baked item,checkout,recipe
1581,Expand the functionality by adding a new feature,add,feature
1582,Upgrade the Ear Spy app with new feature or purchase the Ear Spy Pro version,upgrade,app
1583,Select to add the premium feature,add,feature
1584,Create gamer ID to Sign In,create,ID
1585,Create your gamer ID to sign in,create,ID
1586,Create gamer ID and sign in to playsrore,create,ID
1587,Enter personal detail to sign up,sign,up
1588,Enter detail to Sign Up,sign,up
1589,Enter detail to sign up,sign,up
1590,Select Now Playing from the menu,select,now
1591,Please tap the Now Playing button to tune in to bRadio,tune,bRadio
1592,View sidebar menu for bRadio,view,menu
1593,Find out about the Store nearby,find,store
1594,View and explore about store,explore,store
1595,Check the closest store,check,store
1596,View or Explore Flight Stat,explore,stat
1597,Track flight search check airport condition or view recent flight search,track,search
1598,View the homepage of flightstats,view,homepage
1599,Browse Catalogue to add in the cart,add,catalogue
1600,Browse the product by Filter and Sorting,browse,product
1601,choose product from the catalogue and proceed,choose,product
1602,Explore and manage your notification setting,manage,setting
1603,Manage notification setting,manage,setting
1604,Manage setting for notification,manage,setting
1605,Tap to set call recording preference,set,preference
1606,Manage your preference in the setting,manage,preference
1607,Manage setting for call recorder,manage,setting
1608,Click the button to Sign In or Sign Up,sign,in
1609,Sign in or Sign up for Talktone,sign,in
1610,Sign in or sign up for Talkatone app,sign,in
1611,Manage the setting option,manage,option
1612,View and Manage Setting of App,manage,setting
1613,Manage or view setting for the app,manage,setting
1614,Explore Bank Email and Call detail,explore,email
1615,View contact detail of first national bank,view,detail
1616,Contact support via email and call,contact,support
1617,Read information about sequential,read,information
1618,View reading plan for the first fifty chapter of the Bible,view,plan
1619,View the sequential,view,sequential
1620,After entering your detail proceed by clicking the 'Register,register,detail
1621,Register with entered detail or by Facebook or Google+,register,detail
1622,Register to the account,register,account
1623,Tap Take Test to start the test,start,test
1624,Read the instruction,read,instruction
1625,Read or view instruction for taking the test,read,instruction
1626,Select headset from the below listed option,select,headset
1627,Select a headset from a list,select,headset
1628,Select a headset from a list,select,headset
1629,Enter your credential to Sign UP,sign,up
1630,Enter the detail then click Sign Up to complete the signup process,sign,up
1631,Sign up for a new Account,sign,up
1632,Select an app from the home screen to explore,explore,app
1633,View the available app,view,app
1634,Explore the home screen,explore,screen
1635,Search or scan product,scan,product
1636,Select the type of bread,select,type
1637,Select Bread type,select,type
1638,Login or sign up to Viggle account to earn perk point and redeem it for gift card cash etc,sign,up
1639,Log in or sign up to proceed,log,in
1640,Welcome to Viggle,welcome,Viggle
1641,Click check update to check or update the latest app version,check,update
1642,Click Check Update or Close or select Do not show this again,check,update
1643,Click button to update or close the notice,update,button
1644,Search and filter the item to save,filter,item
1645,View list of product under today's special,view,list
1646,Shop now product,shop,product
1647,Select an option to explore under Watch category,explore,option
1648,Explore selected option from the menu section,explore,option
1649,watch and select the show,watch,show
1650,Browse and select product to shop online,shop,product
1651,Review the option available in the Shop section or switch to alternative selection,review,option
1652,Select an option to explore,explore,option
1653,Find or view player name within the Projection section,view,name
1654,View current projection and search player,search,player
1655,Search player name using projection,search,name
1656,Check out the 'Ownership' projection related information and explore footer containing menu option,explore,footer
1657,View and explore project ownership,explore,ownership
1658,Check the Ownership Table,check,table
1659,Select an option to explore,explore,option
1660,View lineup for salary change,view,lineup
1661,Analyze Salary Change,analyze,change
1662,View the lineup,view,lineup
1663,View the generated or saved lineup,view,lineup
1664,Manage and look into the Lineup that are saved and generated,manage,lineup
1665,Select an apartment decorating idea from the below listed gallery or article,select,idea
1666,Select an option to read or explore about apartment decorating idea,read,idea
1667,View apartment decorating idea,view,idea
1668,Choose a contact from friend list and invite to earn free coin,invite,contact
1669,Send Invitation to your friend and get free coin for every registration,send,invitation
1670,Invite friend to get free coin,invite,friend
1671,Select a category from all category list,select,category
1672,View or choose from all category,choose,category
1673,Select category from a list of category,select,category
1674,Read the Verse and explore pop-up option,explore,option
1675,Select an option to explore,explore,option
1676,View today's Bible verse,view,verse
1677,Enter your address or landmark to find your location,find,location
1678,Select location by searching,select,location
1679,Select or Search Location,search,location
1680,Select a video to learn about it,learn,video
1681,Choose from the topic to learn,learn,topic
1682,Choose any topic and start learning,start,learning
1683,Manage activation of Google Fit,manage,activation
1684,Activate or deactivate Google fit by using the switch,activate,Google
1685,Tap the toggle to activate the Google Fit integration,activate,integration
1686,Tap to create account to track your golf game,create,account
1687,Click the button to create or log in to an account,create,account
1688,Choose to create an account or log in,create,account
1689,Explore available option,explore,option
1690,Explore the available option,explore,option
1691,proceed with the option of last 50 round All course,proceed,option
1692,Manage or Track Your Golf Game,track,game
1693,View San Francisco Golf Club scorecard,view,scorecard
1694,Check the San Francisco Golf Club score,check,score
1695,Login with email and password to My HRS,login,HRS
1696,Click on login to proceed,login,proceed
1697,Login to My HRS Account,login,account
1698,Explore side bar menu option,explore,option
1699,View advice beta from bp diary,view,advice
1700,select the option from side menu bar of BP diary,select,option
1701,Explore information about BodyCal,explore,information
1702,Read about BodyCal,read,BodyCal
1703,Check the information about BodyCal,check,information
1704,Click on Login with Facebook or Email to login,login,email
1705,Login with Facebook or an email to proceed,login,email
1706,Select option to login to my child app,login,app
1707,Select an option to read about,read,option
1708,Choose preferred genre to start reading,start,reading
1709,Select your favorite Story and start reading,read,story
1710,Browse and select to read book,read,book
1711,Click Next for proceed with selected option,proceed,option
1712,Browse the book,browse,book
1713,Check out the Welcome screen and explore app feature by clicking the continue button,explore,feature
1714,Click continue to proceed to the next page on onboarding screen,proceed,page
1715,Onboard now in file commander,onboard,commander
1716,Explore a list of country with their corresponding code,explore,list
1717,Search country name by typing,search,name
1718,Search country by name or code,search,country
1719,Check flight price between Delhi-Mumbai for 29th Dec. 30th and 31st Dec,check,price
1720,View flight price for Delhi-Mumbai on 29 Dec or 30-31 Dec,view,price
1721,show me the result of flight ticket,show,result
1722,Tune in to UK Life podcast,tune,podcast
1723,Keep listening to the podcast or pause,listen,podcast
1724,Listen and read UK Life podcast,listen,podcast
1725,Choose from the available option for WiFi auto connection setting,choose,option
1726,Confirm the setting of wifi auto connection,confirm,setting
1727,Confirm or Cancel your Setting,confirm,setting
1728,Invite a friend using their Hi number to earn credit,invite,friend
1729,View credit or enter number to earn credit,earn,credit
1730,Check credit score,check,score
1731,Enter email to proceed to next page,enter,email
1732,Enter required detail to proceed to next page,enter,detail
1733,Login into your account to start banking,start,banking
1734,Explore information about Workout and check Monthly and Yearly subscription plan,explore,information
1735,Select the monthly or yearly option to upgrade,upgrade,option
1736,Track Progress,track,progress
1737,Explore the Help and Feedback related information,explore,information
1738,Explore the option under help and feedback,explore,option
1739,Select an option to explore,explore,option
1740,Allow or deny permission request for Crawler,allow,request
1741,Press deny or allow to proceed,press,deny
1742,Allow or Deny to access your data,access,data
1743,View or track kid growth chart,track,chart
1744,Click to Update or View More,update,click
1745,check the growth status of the baby,check,status
1746,Explore our video playlist,explore,playlist
1747,Check video list or add video,add,video
1748,Add video to list,add,video
1749,Track previous operation of carista,track,operation
1750,View the completion progress of previous operation,view,progress
1751,View status of operation completion,view,status
1752,Explore the menu option in the ICD-10 app,explore,option
1753,Explore selected option from the menu,explore,option
1754,Explore the menu option for ICD 10-Free,explore,option
1755,Follow Recipe Book on social medium platform,follow,book
1756,Follow the recipe book on the available app or read the privacy policy,follow,book
1757,Follow us on social medium for more content,follow,us
1758,Explore the menu option,explore,option
1759,Select a menu option to explore,explore,option
1760,View option for the penn state sport,view,option
1761,Review transaction detail,review,detail
1762,Add transaction into the home list,add,transaction
1763,Open the home page and show today transaction,show,transaction
1764,View transferred amount detail,view,detail
1765,Enter detail and click ok to transfer money,transfer,money
1766,Enter the amount to transfer,enter,amount
1767,Click to start creating design,start,design
1768,To initiate the design creation process simply click on the plus sign icon,initiate,process
1769,Create a new design,create,design
1770,Enter the email and password then sign in. Or click Forgot Password,sign,in
1771,Enter email ID and password to sign in,sign,in
1772,Enter detail to Sing In,sing,in
1773,View the Weather forecast for Roosevelt Island NY or Choose another Location,view,forecast
1774,View the weather condition for Roosevelt island,view,condition
1775,View current weather condition,view,condition
1776,"Manage or track your travelling duration, distance and speed",manage,duration
1777,View speed and average speed by clicking the Stop or Lap button,view,speed
1778,Check Speed or Pace,check,speed
1779,Tap Start to measure duration distance and calculate speed and average speed,measure,duration
1780,Click the Start button to use GPS,use,GPS
1781,Start tracking distance,start,tracking
1782,Choose your preferred payment option,choose,option
1783,Click on the Save button to add the bill,add,bill
1784,Split bill amongst friend and group,split,bill
1785,Click to start a new group to manage expense,start,group
1786,Click to start a new group,start,group
1787,Start a new group and check total balance,start,group
1788,Enter the personal information as input,enter,information
1789,Enter the detail and click 'Done' button to save My Info,save,info
1790,Enter detail to update My Info,update,info
1791,Read about the Alteration school of magic,read,school
1792,Read about Alteration (Skyrim),read,alteration
1793,Read about Alteration of Elder Scroll,read,alteration
1794,Explore playlist,explore,playlist
1795,choose one from the list of option,choose,one
1796,Explore playlist,explore,playlist
1797,View the saved stop or switch to other option,view,stop
1798,View saved stop,view,stop
1799,Manage or View Transit Track,manage,track
1800,Search stop nearby on the Map or reload the page,search,stop
1801,Explore and manage transit track,manage,track
1802,track the location,track,location
1803,Explore the feature of Transit Track,explore,feature
1804,Search stop nearby on the Map,search,stop
1805,Search for nearby stop using Transit track,search,stop
1806,Click to save or delete note,save,note
1807,Add note after entering a title,add,note
1808,Create and manage note,create,note
1809,Calculate Your Love Compatibility,calculate,compatibility
1810,Calculate your love compatibility,calculate,compatibility
1811,View result of a love compatibility,view,result
1812,Set your preference for setting,set,preference
1813,Accept or Decline End User License Agreement,accept,agreement
1814,Accept or Decline the term of the End User License Agreement,accept,term
1815,Manage Facebook setting,manage,setting
1816,Explore setting or sign out by clicking the button,explore,setting
1817,Manage setting,manage,setting
1818,Explore side bar menu option,explore,option
1819,Select an option from the menu,select,option
1820,choose an option from the option list,choose,option
1821,Search Video to View or Download it,search,video
1822,Search for video on Flashflick,search,video
1823,Search video on VideoBash.com,search,video
1824,Listen about the top 50 scanner or search for them,listen,scanner
1825,Explore and listen about top 50 Scanner radio,explore,scanner
1826,Listen to live police and fire scanner broadcast,listen,broadcast
1827,View and explore the alert you have currently configured,explore,alert
1828,Search and view the Alert Configuration,view,configuration
1829,Check Configured Alert,check,alert
1830,Click on the below listed option to explore,explore,option
1831,Select an option to view,select,option
1832,Explore further detail by clicking button,explore,detail
1833,Click the button to subscribe,subscribe,button
1834,Pay the amount to subscribe monthly to get access to content,pay,amount
1835,Subscribe or Sing in to Manchester United TV,subscribe,TV
1836,Tap Continue with Facebook or Sign up with Email to earn point,earn,point
1837,Continue with Facebook or sign up with email to earn point,earn,point
1838,Sign-up and login for earn point,sign,up
1839,Select a hunting call sound to attract animal or bird,attract,animal
1840,View audio option for predator app,view,option
1841,Select the option from list,select,option
1842,Edit account profile and manage various feature of the app,manage,feature
1843,Manage user's account dashboard,manage,dashboard
1844,Adjust setting of My Account,adjust,setting
1845,Enter detail to login,login,detail
1846,Enter the detail and then click the Log In button to proceed with the login,log,in
1847,Enter Email Id to login,login,Id
1848,Select the option to delete item,delete,item
1849,Please choose the option for shredding,choose,option
1850,start shredding by selecting one of the option,start,shredding
1851,Listen to track or return,listen,track
1852,Play an audio from list of track,play,audio
1853,play the album from Tracklist,play,album
1854,Manage alert notification,manage,notification
1855,Manage Alert,manage,alert
1856,Manage Alert,manage,alert
1857,Manage your setting option,manage,option
1858,Manage option within Setting,manage,option
1859,Change setting,change,setting
1860,Read about 'Chamomile' plant and share or edit it,read,plant
1861,Explore information about Chamomile,explore,information
1862,Flower-Chamomile,flower,Chamomile
1863,search for rental car by location and date,search,car
1864,Search car available for the entered pick up and drop location,search,car
1865,search car for pick up and drop,search,car
1866,Manage the Support option,manage,option
1867,Select an option from support menu for the Uber app,select,option
1868,Select an option from the support list,select,option
1869,Explore Menu option to place order,place,order
1870,Explore the food Menu at Java House Westland,explore,menu
1871,View menu for Java House westland,view,menu
1872,Browse through and select the option,select,option
1873,Select an option from the menu to explore,explore,option
1874,View Account detail,view,detail
1875,Contact our customer service or follow us for helpful resource,contact,service
1876,Contact and Connect with PNC,connect,PNC
1877,Select from the option and explore,explore,option
1878,Explore available Option,explore,option
1879,View the option under help,view,option
1880,Select option from help menu,select,option
1881,Choose option to plan your ride,plan,ride
1882,Select an option from the menu to explore,explore,option
1883,View sidebar list of LA Metro,view,list
1884,Click Next to prepare the Gizmo,prepare,Gizmo
1885,Read the step to prepare your Gizmo and tap on next to proceed,prepare,Gizmo
1886,Read instruction to prepare your gizmo,prepare,gizmo
1887,Select an option to explore,explore,option
1888,Select an option from NCLEX Mastery to explore,explore,option
1889,Choose the mastery option,choose,option
1890,Select entree item from below list and add to cart,add,item
1891,Select a fried chicken entree option,select,option
1892,Choose the favorite side from the menu,choose,side
1893,Select and add item from menu to cart,add,item
1894,Browse through the menu option available at Hardee's,browse,option
1895,Explore the menu of the product,explore,menu
1896,Search and filter city location on the Map,filter,location
1897,View property via city or state or zip,view,property
1898,Check Property or Bed,check,property
1899,Search Read available FAQ to get help or ask a new one,read,FAQ
1900,Explore frequently asked question,explore,question
1901,View FAQ page of SPICY app,view,page
1902,Add location,add,location
1903,Add current location to proceed,add,location
1904,Set home location,set,location
1905,Select an option for the feedback,select,option
1906,Select an option to give feedback,give,feedback
1907,Select an option to submit feedback,submit,feedback
1908,Manage the setting(feature),manage,setting
1909,Manage notification and other setting,manage,setting
1910,Manage setting,manage,setting
1911,Explore to plan or book your travel package,plan,package
1912,Explore the Travel app and also check some recommended Hotel,check,hotel
1913,Create a booking,create,booking
1914,Search hotel by Enter your detail below,search,hotel
1915,Enter input to search hotel,search,hotel
1916,Enter destination to search hotel,search,hotel
1917,Tap Join Wear to follow our favorite,join,Wear
1918,Click on the join wear button to proceed,join,wear
1919,Follow suggested user and join WEAR,follow,user
1920,Enter the brand name if your brand is not listed below,enter,name
1921,Find the brand name from the list or enter a new brand name,find,name
1922,Select a brand name from list,select,name
1923,Enable permission to access your camera and microphone,enable,permission
1924,Enable the permission for camera and microphone,enable,permission
1925,Allow camera and microphone permission,allow,permission
1926,Click on Log In to access additional setting,access,setting
1927,Manage the setting,manage,setting
1928,Manage Setting,manage,setting
1929,Choose your action for the pregnancy rating : Save Remove or Close,choose,action
1930,Save or remove option within the Pregnancy app or simply close the app,save,option
1931,Pregnancy level checker,check,level
1932,Learn the C++ Tutorial with some shortcut trick,learn,tutorial
1933,Take a shortcut for basic concept or conditional and data type in C++,take,shortcut
1934,Choose and track tutorial,track,tutorial
1935,View or Explore custom search,explore,search
1936,Explore or View Saved Search,explore,search
1937,Review the search result,review,result
1938,Enter detail to login or Enable Single Sign-On,enable,sign-on
1939,Enter username and password to login,login,username
1940,Enter detail to Login,login,detail
1941,Sign in with Amazon or Sign in with comiXology or Create an Amazon account,sign,in
1942,Sign in with Amazon or ComiXology or create a new Amazon account,sign,in
1943,Click the button to sign in to your account,sign,in
1944,Sign in to view your purchased book,view,book
1945,Tap the Sign In button to access purchased book,access,book
1946,Sign in to the account,sign,in
1947,Click to download the BDB Hebrew Lexicon ebook,download,ebook
1948,Click the download button to download the BDB Hebrew Lexicon ebook or click the cross button to cancel,download,ebook
1949,Download the information about BDB,download,information
1950,Explore best seller product,explore,product
1951,Select best seller from list of seller,select,seller
1952,Select the best seller product,select,product
1953,Browse coupon,browse,coupon
1954,Search and Review expired Coupon or check unused or used coupon,review,coupon
1955,Check coupon,check,coupon
1956,Select all photo to upload,upload,photo
1957,Select Image from the Gallery,select,image
1958,View and select photo from photo gallery,select,photo
1959,Manage the Current sync setting,manage,setting
1960,View or manage the option available,manage,option
1961,Manage synchronizing setting and view information,manage,setting
1962,Sign In to explore featured course,explore,course
1963,View featured course for learn,view,course
1964,Explore the course,explore,course
1965,Explore available feature related to Hypoparathyroidism,explore,feature
1966,Select an option to explore,explore,option
1967,Check information about Hypoparathyroidism,check,information
1968,Enter detail to retry login or create an account to access My iTriage,create,account
1969,Enter the login detail or create a new account to access My iTriangle,create,account
1970,login to iTriage or create an account,create,account
1971,Explore iTriage Condition and its feature option,explore,condition
1972,Select an option to explore,explore,option
1973,Explore the option on alcoholism app,explore,option
1974,Select an option from the list to answer,answer,option
1975,Choose the correct option for the question,choose,option
1976,Select the answer from the list,select,answer
1977,View Tide Schedule for month of June,view,schedule
1978,View or edit schedule for the month of June 2017,edit,schedule
1979,View the Tide Schedule,view,schedule
1980,Search and play music,play,music
1981,Discover the available feature within the Music Player app,discover,feature
1982,Play or Pause Music on the Music Player,play,music
1983,Explore the available option,explore,option
1984,Discover the Menu bar option,discover,option
1985,View or manage your learning menu,manage,menu
1986,Select the girl from the given four option,select,girl
1987,Choose an option and tap Check to confirm,confirm,option
1988,Select the correct option,select,option
1989,Select an option from the option and click next,select,option
1990,Select the preferred unit,select,unit
1991,Click the button to select measurement unit,select,unit
1992,View status from WhatsFake,view,status
1993,View WhatsFake status,view,status
1994,Select to explore radio station,explore,station
1995,download the Ad and Check Download Status,check,status
1996,Select the radio from the list,select,radio
1997,Read information of Chapter 2,read,information
1998,Read chapter 2 of the story,read,chapter
1999,Read phrase in chapter 2,read,phrase
2000,View football game score for Patriot and Falcon,view,score
2001,View and explore score of super bowl,explore,score
2002,Check Score or Team,check,score
2003,Click on Search Music Explore Music or check the Trending Music,explore,music
2004,Choose from the option shown to proceed,choose,option
2005,Click to explore the option,explore,option
2006,Explore your favorite directory or browse the default directory for Music in My File,explore,directory
2007,View internal memory of default directory,view,memory
2008,Manage favorite and default directory,manage,directory
2009,Click Deactivate and start shaking your phone to skip to the next song,deactivate,click
2010,Deactivate the setting of the Phone or Click on 'Calibrate' button to measure range,deactivate,setting
2011,Deactivate shake option for the phone when it is in the pocket,deactivate,option
2012,Find or discover emergency shelter nearby,find,shelter
2013,check shelter availability and view some related information,check,availability
2014,Select a shelter,select,shelter
2015,Click Hint to get a helpful tip,get,tip
2016,Attempt the question from the GA DDS practice test 1,attempt,question
2017,Choose the correct option in the GA DDS Practice Test,choose,option
2018,Read Noel Park Wikipedia article,read,article
2019,Explore the Wikipedia article,explore,article
2020,Explore the information on Wikipedia about different place,explore,information
2021,View Request Detail,view,detail
2022,View request detail for brand dual USB wall charger,view,detail
2023,View detail of brand dual USB charger,view,detail
2024,Manage your Setting,manage,setting
2025,View and Manage Setting,manage,setting
2026,Set your preference for playbar and Ad-blocker,set,preference
2027,Click Install to apply the theme,apply,theme
2028,Click the 'Install' button to install Hola,install,Hola
2029,Install a new theme of Hola,install,theme
2030,Customize the setting option,customize,option
2031,Manage setting for news and weather alert,manage,setting
2032,Check and Create Shopping List,create,list
2033,Tap the Plus button to add item to the shopping list in the Grocery King app,add,item
2034,Add item to the shopping list,add,item
2035,Read information about TraffickCam,read,information
2036,Explore About TraffickCam,explore,TraffickCam
2037,View About TraffickCam app,view,app
2038,Enter the Refer ID of sponsor and click on submit to earn Cash or Contact Sponsor for facing any problem ?,earn,cash
2039,Enter the ID of the Sponsor on CHAMP CASH,enter,ID
2040,Enter Refer ID of Sponsor for earn,earn,ID
2041,Explore different exercise,explore,exercise
2042,Select to view exercise,view,exercise
2043,Choose the workout object for exercise,choose,object
2044,Watch VER TV online and read some related information,read,information
2045,Read the information on Assistir filme online,read,information
2046,Read about VER TV,read,TV
2047,Manage the option within the Gismeteo application,manage,option
2048,Select input for Weather information,select,input
2049,View weather detail,view,detail
2050,Enter detail and save it for the account,save,detail
2051,Change the password of account,change,password
2052,Set Gmail Password,set,password
2053,Enter Bank name to search,search,name
2054,Search a bank from the list or click here for more related info,search,bank
2055,Search your bank name,search,name
2056,Select the language from the list of language,select,language
2057,Select a language to learn from a list,learn,language
2058,Select the language,select,language
2059,View Rack Score detail,view,detail
2060,Click Add Abnormal Point to Proceed,add,point
2061,Add abnormal point,add,point
