id,comment_problem,comment_verb,comment_obj
1392,ranking text,increase,separate background
1393,purpose and function,reintegrate,purpose and function
1394,share button darker,omit,share button darker
1395,text color contrast,uniform font style to be use consistently,text color contrast
1398,same font size / type / color weight,add,same font size / type / color weight
1400,ranking text,uniform font style to be use consistently,clear and functional checkbox
1404,current lack,add,vibrant and eye-catch color
1412,current button size,enlarge,current button size
1414,current button size,increase,current button size
1417,current button size,increase,current button size
1420,purpose and function,thorough redesign,dark color scheme Bounding Box
1421,cancel button,emphasize,cancel button
1423,clear and functional checkbox,reduce,repeat number
1424,pop,reintegrate,cross button
1427,more readable font,uniform font style to be use consistently,current button size
1428,breakfast icon,make,breakfast icon
1429,button or icon allow user to see current location,make,designer
1432,purpose and function,add,section border
1439,more readable font,uniform font style to be use consistently,current button size
1444,clear and functional checkbox,reintegrate,button or icon allow user to see current location
1447,ranking text,thorough redesign,setting page
1448,ui,declutter,positioning use design software to ensure alignment
1449,ui,uniform font style to be use consistently,text color contrast
1451,ranking text,make,ranking text
1453,purpose and function,align,disagree button
1461,check box size,increase,current button size
1463,ranking text,offer,clear layout and intuitive navigation
1464,back,make,similar graphic treatment
1465,tile,make,similar graphic treatment
1466,label new & special,make,similar graphic treatment
1467,text color contrast,be,text color contrast
1470,button or icon allow user to see current location,adjust,button or icon allow user to see current location
1471,share button darker,make,share button darker
1473,ranking text,increase,ranking text
1475,button or icon allow user to see current location,make,button or icon allow user to see current location
1476,error and omission except,change,error and omission except
1477,ranking text,ensure,systematic arrangement
1478,button or icon allow user to see current location,resize,button or icon allow user to see current location
1481,more readable font,increase,current button size
1482,clear and functional checkbox,add,scroll bar or way for user to navigate
1483,current button size,increase,current button size
1484,purpose and function,uniform font style to be use consistently,placeholder image or alternative visual content
1486,ui,remove,purpose and function
1487,breakfast icon,adjust,text color contrast
1488,ranking text,uniform font style to be use consistently,current button size
1490,text color contrast,choose,text color contrast
1492,button or icon allow user to see current location,add,button or icon allow user to see current location
1493,text and title,reduce,current button size
1495,positioning use design software to ensure alignment,reintroduce,placeholder image or alternative visual content
1497,back arrow icon,increase,current button size
1498,ranking text,increase,current button size
1499,ranking text,increase,current button size
1500,essential content,group,related content item
1501,positioning use design software to ensure alignment,make,designer
1511,current button size,increase,current button size
1512,purpose and function,arrange,purpose and function
1513,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
1515,current button size,increase,current button size
1517,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
1519,ranking text,make,ranking text
1525,purpose and function,add,clear layout and intuitive navigation
1527,blue icon,change,text color contrast
1530,prominent Save button,make,prominent Save button
1533,clear and functional checkbox,make,designer
1537,ranking text,be,ranking text
1539,button or icon allow user to see current location,uniform font style to be use consistently,unnecessarily large font
1540,button or icon allow user to see current location,increase,current button size
1543,highlighted section,add,placeholder image or alternative visual content
1544,button or icon allow user to see current location,increase,separate background
1549,heading,increase,current button size
1552,text and title,change,text and title
1554,current button size,increase,current button size
1557,Enable Proximity Alert Voice Announcer checkbox,align,checkbox contrast
1558,current button size,increase,current button size
1559,ranking text,click,ranking text
1561,current button size,increase,current button size
1562,information,organize,information
1563,positioning use design software to ensure alignment,change,positioning use design software to ensure alignment
1566,ranking text,increase,current button size
1570,ranking text,increase,current button size
1573,ranking text,make,first character capital
1574,ranking text,be,ranking text
1576,ui,add,text color contrast
1578,current lack,increase,spacing
1580,spacing,organize,positioning use design software to ensure alignment
1581,current lack,increase,amount
1582,facebook app,update,"more common language , such"
1583,essential content,make,essential content
1586,"Board , Area PIN code and Mobile Nofields",uniform font style to be use consistently,"more common language , such"
1587,current button size,increase,current button size
1589,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1590,ui,be,text color contrast
1591,text 7,add,ranking text
1593,breakfast icon,make,precise alignment and increase pad
1596,Update Questions button,give,similar graphic treatment
1598,headline,change,first letter
1599,current button size,increase,current button size
1600,ranking text,increase,separate background
1601,ranking text,include,location detail
1602,proper hierarchy,organize,ranking text
1603,proper hierarchy,organize,ranking text
1604,proper hierarchy,organize,ranking text
1605,current lack,leave alignment,space element
1606,systematic arrangement,remove,dark color scheme Bounding Box
1607,purpose and function,uniform font style to be use consistently,placeholder image or alternative visual content
1608,information,declutter,information
1609,text color contrast,tone,text color contrast
1610,more readable font,increase,current button size
1614,ranking text,align,ranking text
1617,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
1619,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
1620,Change Log text,align,ranking text
1621,purpose and function,move,purpose and function
1629,ranking text,align,ranking text
1630,ranking text,increase,current button size
1632,text color contrast,uniform font style to be use consistently,text color contrast
1634,breakfast icon,uniform font style to be use consistently,appropriate icon clearly represent function
1635,setting bar,add,setting bar
1636,bread option,give,clear layout and intuitive navigation
1637,item load but lack proper visual-blank image,add,item load but lack proper visual-blank image
1638,more readable font,increase,current button size
1643,text color contrast,change,text color contrast
1651,current button size,increase,current button size
1652,clear and functional checkbox,know,clear and functional checkbox
1653,current button size,increase,current button size
1656,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1657,menu option layout,add,breakfast icon
1658,positioning use design software to ensure alignment,remove,thing
1661,breakfast icon,uniform font style to be use consistently,"more common language , such"
1664,text color contrast,uniform font style to be use consistently,text color contrast
1666,disabled option,specify,placeholder image or alternative visual content
1674,positioning use design software to ensure alignment,reintegrate,breakfast icon
1675,ranking text,uniform font style to be use consistently,space element
1677,positioning use design software to ensure alignment,revise,positioning use design software to ensure alignment
1678,ok and cancel button,make,ok and cancel button
1679,facebook app,uniform font style to be use consistently,placeholder image or alternative visual content
1680,ranking text,increase,separate background
1682,play button icon,change,text color contrast
1685,facebook app,be,ranking text
1689,purpose and function,add,section border
1690,ranking text,increase,current button size
1697,Register now and enjoy number,connect,Register now and enjoy number
1698,more readable font,uniform font style to be use consistently,current button size
1700,breakfast icon,have,dark color scheme Bounding Box
1701,amount,declutter,ranking text
1703,more readable font,uniform font style to be use consistently,unnecessarily large font
1708,Young Adult and Romance button,give,similar graphic treatment
1712,breakfast icon,resize,breakfast icon
1714,more concise language,uniform font style to be use consistently,clear layout and intuitive navigation
1716,facebook app,add,facebook app
1721,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1723,ranking text,increase,ranking text
1724,positioning use design software to ensure alignment,make,positioning use design software to ensure alignment
1725,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1728,ranking text,increase,current button size
1729,share button darker,increase,current button size
1732,unnecessarily large font,reduce,space element
1734,more readable font,uniform font style to be use consistently,current button size
1735,current button size,increase,current button size
1741,ranking text,uniform font style to be use consistently,current button size
1742,button or icon allow user to see current location,uniform font style to be use consistently,unnecessarily large font
1743,breakfast icon,increase,setting bar
1745,ranking text,uniform font style to be use consistently,text color contrast
1746,more readable font,change,more readable font
1747,ranking text,increase,current button size
1748,ranking text,increase,current button size
1749,clear and functional checkbox,offer,information
1750,clear and functional checkbox,offer,information
1752,stand highlight,increase,current button size
1753,breakfast icon,uniform font style to be use consistently,unnecessarily large font
1755,absence,declutter,user-friendly menu system
1756,button or icon allow user to see current location,make,designer
1757,social medium icon,make,breakfast icon
1763,ranking text,make,placeholder image or alternative visual content
1764,current button size,increase,current button size
1766,space element,improve,confusing layout and unclear navigation
1768,plus sign,make,plus and minus button
1769,text color contrast,adjust,text color contrast
1770,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1772,ranking text,increase,current button size
1774,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1777,more readable font,uniform font style to be use consistently,current button size
1778,button or icon allow user to see current location,increase,current button size
1780,ranking text,increase,ranking text
1782,ranking text,change,ranking text
1783,ranking text,enlarge,ranking text
1784,breakfast icon,adjust,systematic arrangement
1785,breakfast icon,increase,setting bar
1786,text color contrast,uniform font style to be use consistently,text color contrast
1788,current lack,improve,legibility
1789,current button size,increase,current button size
1790,ranking text,leave alignment,ranking text
1801,nearby stop element,change,error and omission except
1803,button or icon allow user to see current location,move,button or icon allow user to see current location
1804,nearby stop element,reintegrate,clear message explain stop & visually connect refresh button
1806,cancel button,change,text color contrast
1807,text color contrast,uniform font style to be use consistently,text color contrast
1808,two label,remove,test
1810,separate background,choose,text color contrast
1811,ranking text,uniform font style to be use consistently,more readable font
1816,Sign inbutton,enlarge,ranking text
1821,item load but lack proper visual-blank image,adjust,item load but lack proper visual-blank image
1823,video label,remove,video label
1824,star icon,choose,text color contrast
1826,ranking text,need,ranking text
1833,clear and functional checkbox,two label,button or icon allow user to see current location
1834,ranking text,increase,ranking text
1835,ranking text,make,ranking text
1837,current button size,increase,current button size
1840,purpose and function,uniform font style to be use consistently,separation line
1841,Cotton Tail,uniform font style to be use consistently,placeholder image or alternative visual content
1842,button or icon allow user to see current location,give,text color contrast
1843,information,emphasize,information
1845,positioning use design software to ensure alignment,reintegrate,breakfast icon
1847,more readable font,increase,current button size
1848,clear and functional checkbox,replace,ranking text
1849,current button size,increase,current button size
1851,ranking text,increase,consistent margin
1852,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1853,ui,uniform font style to be use consistently,current button size
1854,same font size / type / color weight,diversify,same font size / type / color weight
1856,text color contrast,uniform font style to be use consistently,text color contrast
1857,text color contrast,change,text color contrast
1858,heading,enlarge,heading
1859,space element,change,space element
1860,more readable font,uniform font style to be use consistently,more readable font
1861,more readable font,increase,current button size
1862,item load but lack proper visual-blank image,replace,item load but lack proper visual-blank image
1865,positioning use design software to ensure alignment,remove,dark color scheme Bounding Box
1866,current lack,uniform font style to be use consistently,separate background
1871,ranking text,improve,separate background
1873,current button size,increase,current button size
1874,ranking text,be,text color contrast
1875,ranking text,uniform font style to be use consistently,text color contrast
1876,ranking text,increase,current button size
1877,more concise language,order,list
1883,breakfast icon,change,text color contrast
1884,ranking text,increase,ranking text
1885,ranking text,increase,ranking text
1887,hamburger Menu,thorough redesign,dark color scheme Bounding Box
1888,button or icon allow user to see current location,add,button or icon allow user to see current location
1889,ranking text,increase,current button size
1890,current button size,increase,current button size
1891,ranking text,uniform font style to be use consistently,text color contrast
1892,Fried Chicken Entree heading,increase,current button size
1893,current button size,increase,current button size
1894,current button size,increase,current button size
1895,ranking text,offer,clear layout and intuitive navigation
1896,current lack,ensure,clear layout and intuitive navigation
1898,purpose and function,offer,information
1901,ranking text,uniform font style to be use consistently,more readable font
1905,black circle,apply,text color contrast
1907,text color contrast,uniform font style to be use consistently,current button size
1909,ranking text,increase,current button size
1910,ranking text,increase,current button size
1912,placeholder image or alternative visual content,uniform font style to be use consistently,"more common language , such"
1913,image rating and vote,add,information
1914,confusing layout and unclear navigation,add,setting bar
1919,more readable font,uniform font style to be use consistently,current button size
1920,ranking text,be,separate background
1921,current lack,reintegrate,purpose and function
1923,button or icon allow user to see current location,align,button or icon allow user to see current location
1924,purpose and function,uniform font style to be use consistently,systematic arrangement
1925,ranking text,increase,current button size
1926,purpose and function,thorough redesign,dark color scheme Bounding Box
1927,clear and functional checkbox,add,scroll bar or way for user to navigate
1928,ranking text,increase,current button size
1932,more concise language,be,location tab
1938,positioning use design software to ensure alignment,reintegrate,breakfast icon
1945,menu option layout,add,space element
1947,breakfast icon,change,breakfast icon
1954,separate background,consider,text color contrast
1955,unnecessarily large font,reduce,space element
1956,current lack,leave alignment,space element
1958,breakfast icon,omit,gray tick
1959,background theme and graphic,change,background theme and graphic
1960,positioning use design software to ensure alignment,make,positioning use design software to ensure alignment
1961,ranking text,increase,current button size
1962,current button size,increase,current button size
1963,Sign inbutton,improve,positioning use design software to ensure alignment
1965,absence,reintegrate,appropriate icon clearly represent function
1966,ranking text,uniform font style to be use consistently,current button size
1967,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
1968,positioning use design software to ensure alignment,uniform font style to be use consistently,text 's small size and low color contrast
1969,separate background,choose,text color contrast
1971,absence,reintegrate,appropriate icon clearly represent function
1972,ranking text,uniform font style to be use consistently,current button size
1973,breakfast icon,increase,current button size
1974,ranking text,increase,current button size
1975,text and title,increase,more readable font
1978,"acronyms-DUR , GWN , ROC",uniform font style to be use consistently,uniform font style to be use consistently
1980,more readable font,uniform font style to be use consistently,current button size
1981,current button size,increase,current button size
1982,song detail,paste,play button icon
1985,positioning use design software to ensure alignment,organize,positioning use design software to ensure alignment
1986,more readable font,increase,current button size
1988,uniform font style to be use consistently,tone,text color contrast
1989,button or icon allow user to see current location,emphasize,button or icon allow user to see current location
1996,positioning use design software to ensure alignment,add,header and sub header
1997,user-friendly menu system,declutter,user-friendly menu system
2001,text color contrast,increase,text color contrast
2002,disabled option,align,disabled option
2003,current ad section,make,current ad section
2004,current ad section,make,current ad section
2007,ranking text,uniform font style to be use consistently,more readable font
2009,button or icon allow user to see current location,remove,button or icon allow user to see current location
2015,button or icon allow user to see current location,align,button or icon allow user to see current location
2021,ranking text,change,ranking text
2024,text color contrast,tone,text color contrast
2026,text color contrast,tone,text color contrast
2027,breakfast icon,uniform font style to be use consistently,breakfast icon
2028,ranking text,uniform font style to be use consistently,current button size
2033,brown button,uniform font style to be use consistently,text color contrast
2034,brown button,uniform font style to be use consistently,text color contrast
2035,current button size,increase,current button size
2036,ranking text,increase,separate background
2044,ranking text,increase,current button size
2045,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2050,black circle,apply,text color contrast
2052,more readable font,uniform font style to be use consistently,large font size and more white space Bounding Box
2054,current lack,add,vibrant and eye-catch color
2058,disabled option,increase,ranking text
2060,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2061,more readable font,increase,more readable font
2065,more concise language,uniform font style to be use consistently,clear layout and intuitive navigation
2066,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
2067,location tab,adjust,text color contrast
2069,button or icon allow user to see current location,emphasize,button or icon allow user to see current location
2071,setting bar,increase,current button size
2072,purpose and function,give,similar graphic treatment
2073,proper hierarchy,improve,proper hierarchy
2076,disabled option,improve,placeholder image or alternative visual content
2077,ranking text,increase,spacing
2080,responsiveness,utilize,positioning use design software to ensure alignment
2083,text color contrast,be,text color contrast
2088,back arrow icon,move,back arrow icon
2090,current button size,increase,current button size
2091,clean and more organized look,uniform font style to be use consistently,text color contrast
2092,ranking text,increase,ranking text
2093,breakfast icon,update,breakfast icon
2094,information,organize,information
2095,text color contrast,uniform font style to be use consistently,text color contrast
2098,breakfast icon,add,two label
2112,highlighted section,be,heading
2115,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2116,more readable font,improve,text color contrast
2118,systematic arrangement,uniform font style to be use consistently,separation line
2121,breakfast icon,add,appropriate icon clearly represent function
2122,current button size,increase,current button size
2123,current lack,reintegrate,menu option layout
2126,ranking text,increase,current button size
2131,text color contrast,change,text color contrast
2132,Sign inbutton,emphasize,prominent Save button
2136,visit,display,clear and functional checkbox
2137,purpose and function,increase,uneven padding
2138,button or icon allow user to see current location,make,button or icon allow user to see current location
2142,text color contrast,tone,text color contrast
2147,absence,reintegrate,miss checkbox icon
2148,ui,uniform font style to be use consistently,space element
2149,systematic arrangement,adjust,systematic arrangement
2151,information,improve,information
2157,field section,change,two label
2158,text color contrast,change,text color contrast
2166,ranking text,create button,placeholder image or alternative visual content
2167,breakfast icon,increase,setting bar
2169,current button size,increase,current button size
2170,ranking text,increase,text color contrast
2171,clear layout and intuitive navigation,proofread,ranking text
2174,head general,present,head general
2175,setting page,thorough redesign,setting page
2176,checkbox contrast,increase,current button size
2177,highlighted three dot,choose,text color contrast
2178,clear and functional checkbox,be,clear and functional checkbox
2183,login and logo,align,login and logo
2186,separate background,choose,text color contrast
2187,color weight,increase,color weight
2188,text color contrast,choose,text color contrast
2194,text color contrast,uniform font style to be use consistently,text color contrast
2195,checkboxe,uniform font style to be use consistently,checkbox contrast
2200,text color contrast,adjust,text color contrast
2201,more readable font,uniform font style to be use consistently,current button size
2203,more readable font,uniform font style to be use consistently,current button size
2204,ranking text,uniform font style to be use consistently,text color contrast
2208,more readable font,uniform font style to be use consistently,current button size
2209,more readable font,uniform font style to be use consistently,current button size
2212,more readable font,uniform font style to be use consistently,current button size
2214,purpose and function,align,purpose and function
2217,highlighted section,reintegrate,more appropriate visual cue
2218,heading alert sound,increase,color weight
2220,login and logo,enlarge,item load but lack proper visual-blank image
2224,disabled option,two label,disabled option
2229,clear and functional checkbox,change,dark color scheme Bounding Box
2231,ranking text,change,text color contrast
2232,ranking text,uniform font style to be use consistently,current button size
2234,purpose and function,separation,purpose and function
2239,ranking text,make,ranking text
2240,uniform font style to be use consistently,reduce,amount
2242,ranking text,align,ranking text
2245,ranking text,center,ranking text
2246,more readable font,increase,current button size
2247,current button size,increase,current button size
2249,purpose and function,thorough redesign,ui
2250,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2251,button or icon allow user to see current location,give,placeholder image or alternative visual content
2252,ranking text,increase,ranking text
2255,more concise language,align,ranking text
2258,checkboxe,increase,current button size
2264,current button size,reduce,current button size
2265,current button size,increase,current button size
2267,facebook app,enlarge,item load but lack proper visual-blank image
2268,ranking text,begin,ranking text
2269,breakfast icon,increase,setting bar
2272,purpose and function,align,purpose and function
2274,ranking text,increase,current button size
2275,current button size,increase,current button size
2277,heading and text body,increase,text color contrast
2278,button or icon allow user to see current location,increase,current button size
2283,clean and more organized look,uniform font style to be use consistently,text color contrast
2284,button or icon allow user to see current location,increase,separate background
2288,Go,increase,current button size
2290,multitude,thorough redesign,positioning use design software to ensure alignment
2292,purpose and function,clarify,breakfast icon
2293,current button size,increase,current button size
2297,ui,organize,ui
2298,text color contrast,standardize,text color contrast
2302,ranking text,increase,current button size
2303,more readable font,uniform font style to be use consistently,current button size
2304,more readable font,uniform font style to be use consistently,current button size
2305,positioning use design software to ensure alignment,adjust,purpose and function
2306,separate background,choose,text color contrast
2307,more readable font,uniform font style to be use consistently,current button size
2308,placeholder image or alternative visual content,organize,purpose and function
2311,breakfast icon,increase,setting bar
2315,positioning use design software to ensure alignment,reintegrate,breakfast icon
2318,current button size,increase,current button size
2323,ranking text,leave alignment,ranking text
2325,ranking text,leave alignment,ranking text
2326,absence,reintegrate,miss checkbox icon
2329,current button size,increase,current button size
2334,clean and more organized look,add,placeholder image or alternative visual content
2337,Confirm Country and Language pop,thorough redesign,pop
2338,current lack,uniform font style to be use consistently,text color contrast
2339,current lack,uniform font style to be use consistently,text color contrast
2340,current lack,uniform font style to be use consistently,text color contrast
2341,current button size,increase,current button size
2343,ranking text,increase,current button size
2344,ranking text,uniform font style to be use consistently,space element
2345,text color contrast,uniform font style to be use consistently,text color contrast
2348,separate background,choose,separate background
2352,ranking text,increase,current button size
2353,item load but lack proper visual-blank image,reduce,item load but lack proper visual-blank image
2357,heading,align,heading
2358,ok and cancel button,align,ok and cancel button
2359,current button size,increase,current button size
2360,positioning use design software to ensure alignment,declutter,positioning use design software to ensure alignment
2362,text field,add,section border
2363,ok and cancel button,rename,ok and cancel button
2365,prominently position back button,give,prominently position back button
2366,ranking text,increase,ranking text
2367,text color contrast,adjust,text color contrast
2368,setting page,thorough redesign,setting page
2371,button or icon allow user to see current location,be,current button size
2373,text color contrast,change,text color contrast
2374,ranking text,translate,ranking text
2375,setting bar,enlarge,setting bar
2380,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2381,Interested,align,Interested
2384,ranking text,change,color weight
2389,button or icon allow user to see current location,align,button or icon allow user to see current location
2390,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2391,ranking text,uniform font style to be use consistently,current button size
2392,breakfast icon,increase,setting bar
2394,ranking text,uniform font style to be use consistently,current button size
2396,ranking text,uniform font style to be use consistently,text color contrast
2398,breakfast icon,increase,setting bar
2402,ranking text,increase,current button size
2405,positioning use design software to ensure alignment,reintegrate,breakfast icon
2406,breakfast icon,add,uniform font style to be use consistently
2407,purpose and function,align,positioning use design software to ensure alignment
2409,ranking text,increase,ranking text
2415,same font size / type / color weight,increase,current button size
2416,check box size,enlarge,check box size
2417,ranking text,increase,current button size
2418,separate background,choose,text color contrast
2419,ranking text,button place,heading
2421,current button size,increase,current button size
2422,status indicator,change,ranking text
2425,purpose and function,separation,purpose and function
2426,current button size,increase,current button size
2428,more readable font,uniform font style to be use consistently,more readable font
2429,"more common language , such",align,placeholder image or alternative visual content
2430,"more common language , such",align,placeholder image or alternative visual content
2431,ranking text,increase,current button size
2434,purpose and function,align,purpose and function
2435,ranking text,increase,ranking text
2437,ranking text,increase,ranking text
2439,current button size,increase,current button size
2442,positioning use design software to ensure alignment,reintegrate,text and title
2443,ranking text,replace,breakfast icon
2447,clear and functional checkbox,be,prominent Save button
2450,text color contrast,uniform font style to be use consistently,text color contrast
2451,breakfast icon,uniform font style to be use consistently,unnecessarily large font
2452,breakfast icon,uniform font style to be use consistently,unnecessarily large font
2453,breakfast icon,increase,setting bar
2456,purpose and function,align,purpose and function
2457,purpose and function,align,purpose and function
2458,poor color contrast,adjust,text color contrast
2459,positioning use design software to ensure alignment,improve,clear and functional checkbox
2460,"more common language , such",give,similar graphic treatment
2462,breakfast icon,increase,setting bar
2464,uniform font style to be use consistently,clarify,icon ' color
2469,vibrant and eye-catch color,uniform font style to be use consistently,text color contrast
2471,breakfast icon,increase,setting bar
2472,highlighted section,reintegrate,breakfast icon
2474,disabled option,replace,disabled option
2477,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2478,ranking text,increase,ranking text
2479,breakfast icon,add,breakfast icon
2481,current button size,increase,current button size
2484,ranking text,highlighted part darker,ranking text
2487,more readable font,uniform font style to be use consistently,large font size and more white space Bounding Box
2488,text color contrast,choose,text color contrast
2489,breakfast icon,increase,setting bar
2490,more readable font,uniform font style to be use consistently,more readable font
2491,text color contrast,uniform font style to be use consistently,text color contrast
2492,text 's small size and low color contrast,increase,separate background
2499,button or icon allow user to see current location,add,button or icon allow user to see current location
2506,ranking text,uniform font style to be use consistently,text color contrast
2507,separate background,change,ranking text
2510,login and logo,improve,positioning use design software to ensure alignment
2511,purpose and function,enlarge,current button size
2513,text color contrast,uniform font style to be use consistently,text color contrast
2514,text color contrast,uniform font style to be use consistently,text color contrast
2515,repeat number,exchange,prominently position back button
2517,highlighted section,add,placeholder image or alternative visual content
2521,button or icon allow user to see current location,resize,button or icon allow user to see current location
2522,ranking text,increase,current button size
2528,text color contrast,uniform font style to be use consistently,text color contrast
2531,ranking text,change,text color contrast
2533,more readable font,uniform font style to be use consistently,current button size
2536,ranking text,increase,current button size
2540,close proximity,increase,separation
2542,timer,increase,timer
2543,ranking text,increase,current button size
2544,two label,add,breakfast icon
2545,separate background,choose,separate background
2546,call,make,call
2547,text color contrast,uniform font style to be use consistently,text color contrast
2550,ranking text,increase,current button size
2551,ranking text,increase,color weight
2552,text color contrast,uniform font style to be use consistently,text color contrast
2554,text color contrast,uniform font style to be use consistently,text color contrast
2556,space element,move,button place
2557,brown button,uniform font style to be use consistently,text color contrast
2558,current lack,improve,placeholder image or alternative visual content
2559,current button size,increase,current button size
2560,ranking text,change,Use Current Location
2562,current button size,increase,current button size
2564,breakfast icon,add,ranking text
2565,current button size,increase,current button size
2568,button or icon allow user to see current location,enlarge,current button size
2571,button or icon allow user to see current location,increase,spacing
2573,ranking text,increase,ranking text
2574,current button size,increase,current button size
2575,positioning use design software to ensure alignment,make,current button size
2578,button or icon allow user to see current location,give,placeholder image or alternative visual content
2580,share button darker,enlarge,button or icon allow user to see current location
2583,text color contrast,uniform font style to be use consistently,text color contrast
2585,uniform font style to be use consistently,uniform font style to be use consistently,text 's small size and low color contrast
2586,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2591,uniform font style to be use consistently,be,separate background
2592,ranking text,button place,ranking text
2595,ranking text,uniform font style to be use consistently,text color contrast
2597,send OTP button,adjust,text color contrast
2600,more readable font,increase,current button size
2601,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2603,breakfast icon,uniform font style to be use consistently,unnecessarily large font
2604,ranking text,increase,separate background
2606,Update Questions button,make,Update Questions button
2608,Add Location button,enlarge,button or icon allow user to see current location
2610,button or icon allow user to see current location,increase,button or icon allow user to see current location
2611,highlighted section,add,placeholder image or alternative visual content
2613,current button size,increase,current button size
2615,button or icon allow user to see current location,increase,current button size
2623,ranking text,increase,current button size
2625,text color contrast,uniform font style to be use consistently,text color contrast
2626,more readable font,uniform font style to be use consistently,large font size and more white space Bounding Box
2629,positioning use design software to ensure alignment,reintegrate,same font size / type / color weight
2632,space element,revise,positioning use design software to ensure alignment
2633,more readable font,uniform font style to be use consistently,current button size
2637,ranking text,adjust,spacing
2638,ranking text,increase,ranking text
2639,ranking text,increase,current button size
2640,breakfast icon,uniform font style to be use consistently,two label
2647,play button icon,reduce,current button size
2648,text color contrast,make,text color contrast
2649,ranking text,increase,current button size
2652,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2657,ranking text,adjust,text color contrast
2659,current button size,increase,current button size
2660,button or icon allow user to see current location,give,clear label
2662,text and title,add,clickable area
2663,current button size,increase,current button size
2666,ranking text,reintegrate,more appropriate visual cue
2667,ranking text,change,more readable font
2668,ranking text,increase,ranking text
2669,ranking text,shorten,separation line
2671,ranking text,increase,current button size
2674,button or icon allow user to see current location,offer,placeholder image or alternative visual content
2675,button or icon allow user to see current location,adjust,positioning use design software to ensure alignment
2677,ranking text,prominently position back button,heading
2683,ranking text,uniform font style to be use consistently,current button size
2686,ranking text,increase,ranking text
2687,text 's small size and low color contrast,increase,current button size
2688,current button size,increase,current button size
2689,ranking text,increase,separate background
2690,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2695,heading ' email address and recommend email,have,text color contrast
2696,text color contrast,increase,separate background
2699,confusing layout and unclear navigation,prioritize,clear layout and intuitive navigation
2700,more readable font,increase,current button size
2701,more readable font,uniform font style to be use consistently,more readable font
2705,breakfast icon,increase,setting bar
2707,separate background,choose,positioning use design software to ensure alignment
2709,ranking text,increase,current button size
2710,ranking text,adjust,text color contrast
2711,breakfast icon,increase,setting bar
2712,date title 21 March 2017,reduce,current button size
2713,choice,add,question mark icon
2716,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
2721,more readable font,increase,current button size
2722,text color contrast,uniform font style to be use consistently,text color contrast
2729,check box size,increase,check box size
2732,ranking text,increase,current button size
2734,text color contrast,uniform font style to be use consistently,text color contrast
2735,separate background,change,text color contrast
2736,unnecessarily large font,reduce,space element
2737,absence,remove,breakfast icon
2740,ranking text,increase,current button size
2741,ranking text,increase,ranking text
2746,breakfast icon,accompany,breakfast icon
2747,current button size,increase,current button size
2748,miss checkbox icon,add,breakfast icon
2749,consistent margin,uniform font style to be use consistently,consistent margin
2753,highlighted three dot,relocate,highlighted three dot
2755,button or icon allow user to see current location,add,button or icon allow user to see current location
2758,positioning use design software to ensure alignment,uniform font style to be use consistently,dark color scheme Bounding Box
2762,Red one label,remove,dark color scheme Bounding Box
2763,ranking text,adjust,separate background
2764,section show step,omit,highlighted section
2765,current button size,increase,current button size
2771,clear and functional checkbox,add,scroll bar or way for user to navigate
2772,purpose and function,align,breakfast icon
2773,more readable font,uniform font style to be use consistently,current button size
2775,plus sign,increase,plus sign
2782,breakfast icon,make,blue icon
2783,ranking text,make,ranking text
2784,breakfast icon,adjust,text color contrast
2786,absence,reintegrate,appropriate icon clearly represent function
2789,screen,populate,screen
2790,ranking text,choose,positioning use design software to ensure alignment
2791,ranking text,change,ranking text
2792,checkbox contrast,enlarge,check box size
2794,purpose and function,reintroduce,consistent margin
2796,two label,be,Auto Follow button
2797,ranking text,increase,ranking text
2799,current lack,reintegrate,button or icon allow user to see current location
2801,positioning use design software to ensure alignment,reintegrate,menu option layout
